,0,1,2,3,4,5,6,7
93,,,,,,,,
94,Zb Financial Holdings Limited,Zb Financial Holdings Limited,Zb Financial Holdings Limited,,,112.8941,112.8941,0.0
95,,,,,,,,
96,Zeco Holdings Limited,Zeco Holdings Limited,Zeco Holdings Limited,,,0.0331,0.0331,0.0
97,,,,,,,,
98,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,,2.4154,2.7775,200.0
99,,,,,,,,
100,Zimplow Holdings Limited,Zimplow Holdings Limited,Zimplow Holdings Limited,,,20.75,20.0,600.0
101,,,,,,,,
102,Zimre Holdings Limited,Zimre Holdings Limited,Zimre Holdings Limited,,,5.9782,6.0,1300.0
103,,,,,,,,2780800.0
104,,,,,,,,
105,,,,,,,,2780800.0
