,0,1,2,3,4,5,6,7
94,Zeco Holdings Limited,Zeco Holdings Limited,Zeco Holdings Limited,,,0.0331,0.0331,0.0
95,,,,,,,,
96,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,,3.2098,3.2098,0.0
97,,,,,,,,
98,Zimplow Holdings Limited,Zimplow Holdings Limited,Zimplow Holdings Limited,,,23.0,22.9872,14500.0
99,,,,,,,,
100,Zimre Holdings Limited,Zimre Holdings Limited,Zimre Holdings Limited,,,6.85,6.8,3100.0
101,,,,,,,,2453300.0
102,,,,,,,,
103,,,,,,,,2453300.0
