,0,1,2,3,4,5,6,7
92,Willdale Limited,Willdale Limited,,,,2.7056,3.0077,7800.0
93,,,,,,,,
94,Zb Financial Holdings Limited,Zb Financial Holdings Limited,Zb Financial Holdings Limited,,,112.95,112.95,0.0
95,,,,,,,,
96,Zeco Holdings Limited,Zeco Holdings Limited,Zeco Holdings Limited,,,0.0331,0.0331,0.0
97,,,,,,,,
98,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,,2.4129,2.4129,0.0
99,,,,,,,,
100,Zimplow Holdings Limited,Zimplow Holdings Limited,Zimplow Holdings Limited,,,19.85,20.75,1200.0
101,,,,,,,,
102,Zimre Holdings Limited,Zimre Holdings Limited,Zimre Holdings Limited,,,5.9995,5.9782,14000.0
103,,,,,,,,4956500.0
104,,,,,,,,
105,,,,,,,,4956500.0
