,0,1,2,3,4,5,6,7
94,Zeco Holdings Limited,Zeco Holdings Limited,Zeco Holdings Limited,,,0.0331,0.0331,0.0
95,,,,,,,,
96,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,,3.1925,3.1925,0.0
97,,,,,,,,
98,Zimplow Holdings Limited,Zimplow Holdings Limited,Zimplow Holdings Limited,,,24.0,23.0,100.0
99,,,,,,,,
100,Zimre Holdings Limited,Zimre Holdings Limited,Zimre Holdings Limited,,,6.8,6.7,2000.0
101,,,,,,,,8567400.0
102,,,,,,,,
103,,,,,,,,8567400.0
